arm,epoch,mean,sem,count
B3,49,40.2,0.18378731669453635,10
B3,50,40.339999999999996,0.21354156504062646,10
B3,51,39.8,0.2211083193570264,10
B3,52,40.239999999999995,0.26042699979499434,10
B3,53,40.28,0.1323295549418611,10
B3,54,39.839999999999996,0.2315167380558051,10
B3,55,40.2,0.21081851067789173,10
B3,56,39.9,0.12995725793078572,10
B3,57,40.08,0.24801433650317678,10
B3,58,40.04,0.18451136670797358,10
B3,59,39.980000000000004,0.259401019444583,10
B4,0,38.58,0.08537498983243777,10
B4,1,38.04,0.1407914138796189,10
B4,2,37.9,0.18257418583505577,10
B4,3,37.64,0.10022197585581946,10
B4,4,37.54,0.0777460252646038,10
B4,5,37.68,0.12364824660660942,10
B4,6,37.760000000000005,0.09092121131323935,10
B4,7,37.72,0.10832051206181292,10
B4,8,37.82,0.1925270543759153,10
B4,9,38.019999999999996,0.032659863237109614,10
B4,10,37.839999999999996,0.10456258094238788,10
B4,11,37.6,0.14757295747452476,10
B4,12,37.739999999999995,0.1002219758558191,10
B4,13,38.14,0.05416025603090609,10
B4,14,38.0,0.02981423969999762,10
B4,15,37.480000000000004,0.13232955494186174,10
B4,16,37.88,0.12364824660660949,10
B4,17,37.8,0.09888264649460851,10
B4,18,37.739999999999995,0.13097921802925672,10
B4,19,37.92,0.2434930982366627,10
B4,20,37.760000000000005,0.1439135542994862,10
B4,21,37.6,0.12472191289246493,10
B4,22,37.36,0.08844332774281083,10
B4,23,37.5,0.06324555320336797,10
B4,24,37.519999999999996,0.12719189352225924,10
B4,25,37.54,0.1586050300449368,10
B4,26,37.54,0.1499629583893605,10
B4,27,37.519999999999996,0.07717224601860122,10
B4,28,37.519999999999996,0.11430952132988273,10
B4,29,37.68,0.12719189352225949,10
B4,30,37.54,0.1343296111973987,10
B4,31,37.839999999999996,0.1869046102516824,10
B4,32,37.3,0.09189365834726838,10
B4,33,37.839999999999996,0.1002219758558196,10
B4,34,37.480000000000004,0.18061622912192074,10
B4,35,37.44,0.11274356350191812,10
B4,36,37.58,0.1451436070471821,10
B4,37,37.739999999999995,0.11661903789690546,10
B4,38,37.38,0.13888444437333097,10
B4,39,37.94,0.22764494771951824,10
B4,40,37.760000000000005,0.14847371634213355,10
B4,41,37.54,0.12400716825158871,10
B4,42,37.42,0.19020456823582801,10
B4,43,37.36,0.07180219742845985,10
B4,44,37.38,0.11623730516108471,10
B4,45,37.2,0.1095445115010337,10
B4,46,37.62,0.13232955494186083,10
B4,47,37.6,0.128235893744475,10
B4,48,37.8,0.3062315754094897,10
B4,49,37.660000000000004,0.13097921802925658,10
B4,50,37.760000000000005,0.14847371634213433,10
B4,51,37.88,0.09285592184789443,10
B4,52,37.92,0.20374275719914808,10
B4,53,37.839999999999996,0.10456258094238738,10
B4,54,37.9,0.094280904158206,10
B4,55,37.660000000000004,0.20286832072937275,10
B4,56,37.7,0.10540925533894638,10
B4,57,37.6,0.09888264649460925,10
B4,58,37.72,0.09285592184789493,10
B4,59,37.62,0.07118052168020857,10
B6,0,39.7,0.1388730149658823,8
B6,1,38.925,0.13194966572793684,8
B6,2,39.05,0.18224786888818673,8
B6,3,38.55,0.22119803667431479,8
B6,4,38.75,0.19364916731037055,8
B6,5,38.65,0.12392393980640998,8
B6,6,38.725,0.18395457513822736,8
B6,7,38.525,0.11140338543201528,8
B6,8,38.75,0.18803495115840207,8
B6,9,38.7,0.11952286093343992,8
B6,10,38.95,0.21630005613895295,8
B6,11,38.85,0.07791937224739794,8
B6,12,38.775,0.10815002806947684,8
B6,13,38.975,0.22736848631995699,8
B6,14,38.925,0.26373011096302906,8
B6,15,38.75,0.2652492089661018,8
B6,16,38.925,0.1633904176242556,8
B6,17,39.0,0.19820624179302263,8
B6,18,39.125,0.2177400153525167,8
B6,19,39.3,0.29398736610366716,8
B6,20,38.925,0.21443447217540085,8
B6,21,38.675,0.18588590970961516,8
B6,22,38.825,0.20244046743954902,8
B6,23,38.625,0.16339041762425502,8
B6,24,38.975,0.12063818395753184,8
B6,25,39.1,0.25773740789526783,8
B6,26,38.675,0.08608550566567158,8
B6,27,38.975,0.14485214136195093,8
B6,28,39.025,0.32334744691828277,8
B6,29,38.6,0.12817398889233148,8
B6,30,38.525,0.1081500280694768,8
B6,31,38.724999999999994,0.16339041762425585,8
B6,32,38.55,0.08660254037844345,8
B6,33,38.875,0.10133043542222168,8
B6,34,38.625,0.1520690632574561,8
B6,35,38.7,0.14880476182856842,8
B6,36,38.975,0.16339041762425482,8
B6,37,38.95,0.08660254037844449,8
B6,38,38.675,0.20593861776197872,8
B6,39,38.9,0.1625686668105857,8
B6,40,38.975,0.12356317065718754,8
B6,41,39.225,0.2769412005668866,8
B6,42,38.6,0.18322507626258092,8
B6,43,38.35,0.12392393980641109,8
B6,44,38.849999999999994,0.1899247971472623,8
B6,45,38.65,0.0866025403784443,8
B6,46,38.8,0.11019463300386723,8
B6,47,38.775,0.17803490829449337,8
B6,48,38.925,0.24694562732946515,8
B6,49,38.925,0.163390417624256,8
B6,50,39.175,0.06748015581318255,8
B6,51,39.175,0.14485214136195212,8
B6,52,39.15,0.2112885636821282,8
B6,53,39.025,0.08608550566567151,8
B6,54,38.925,0.18200274723201326,8
B6,55,38.625,0.21774001535251689,8
B6,56,38.725,0.11140338543201668,8
B6,57,38.8,0.1581138830084193,8
B6,58,38.875,0.23203294101115332,8
B6,59,38.725,0.14970208510810465,8
