arm,sel_acc@80,sel_acc@80_sem,count
A5,0.653125,0.013327126647837488,10
B6,0.66650390625,0.002413343176898184,8
A4,0.6703125,0.005726206621691673,10
A6,0.67890625,0.010789235669722187,10
B4,0.694921875,0.00569652157662171,10
A2,0.700390625,0.004446190385146845,10
A3,0.700390625,0.004446190385146845,10
A7,0.701953125,0.004559151406253022,10
B3,0.703125,0.0018414239093399668,10
B1,0.703515625,0.00494791666666666,10
B2,0.70546875,0.002115635001207279,10
A1,0.70859375,0.005015979240692244,10
