mean_confidence,observed_accuracy
0.3732123207461017,0.2203389830508474
0.4555798684544959,0.4495912806539509
0.5458683250441154,0.4909747292418772
0.6496223784756756,0.6138996138996139
0.7490227651895912,0.6394052044609665
0.8546147243225806,0.782258064516129
0.9516593709869706,0.9136807817589576
