arm,acc,acc_sem,count
B6,0.60859375,0.002066993211769207,8
A5,0.615,0.007069533125398814,10
A4,0.623125,0.004053140928821616,10
B4,0.6278125,0.007167090588237322,10
A6,0.635,0.005508043361000961,10
A7,0.6384375,0.00288299010481209,10
B1,0.6428125,0.0023890301960791164,10
B3,0.643125,0.0021499757750573214,10
A1,0.6440625,0.006068546526512305,10
A2,0.6471875,0.0035232363594349444,10
A3,0.6471875,0.0035232363594349444,10
B2,0.6490625,0.0021499757750573154,10
