mean_confidence,observed_accuracy
0.2612712038041958,0.4055944055944055
0.3468572627052287,0.5326797385620915
0.4511948009460937,0.59375
0.5503769318814516,0.7217741935483871
0.6500455660581819,0.7236363636363636
0.7542665938000002,0.8743589743589744
0.8344768361916933,0.9233226837060704
